product_name,core_terms,brand,stop_words
Tripod Tongsis Plus Tomsis 3 in 1,Tongsis,,3 in 1
Tongsis Full Colour GMC,Tongsis,GMC,"full, colour"
Tongsis Lipat 1m Holder U ( HITAM BIRU SOLD OUT),Tongsis,,"lipat, 1m, hitam, biru, sold, out"
TONGSIS MINI KABEL LIPAT HOLDER PUTIH,Tongsis,,"mini, lipat, putih"
TONGSIS PANJANG + KABEL FULL WARNA,Tongsis,,"panjang, full, warna"
Tongsis Kabel Lipat Full Black,Tongsis,,"lipat, full, black"
Tongsis Yunteng kabel yt-1188,Tongsis,Yunteng,
Tongsis Lipat Kabel Full Black Fullblack black edition,Tongsis,,"lipat, full, black, edition"
BAHAN CROME - TONGSIS KABEL FULL BLACK BUKAN MERK VOTRE ~ List Crome BUKAN PLASTIK,Tongsis,,"bahan, chrome, full, black, bukan, merk, list"
Tongsis Tripod Bluetooth 3in1 Multifungsi,Tongsis,,"3in1, Multifungsi"
Tongsis Lipat Kabel Full Black Fullblack black edition,Tongsis,,"Lipat, Full, Black, edition"
Tongsis Yunteng YT1288,Tongsis,Yunteng,
Tongsis Fullblack,Tongsis,,Fullblack
NEW TONGSIS BLACK,TONGSIS,,"NEW, BLACK"
TONGSIS 3in1 TRIPOD & TOMSIS BLUETOOTH / CHROOM,TONGSIS,,"3in1, CHROOM"
Tongsis yunteng yt 1188 kabel,Tongsis,yunteng,
YUNTENG YT-1288 BLUETOOTH + Holder U Tongsis Monopod Selfie Profesional For SmartPhone/Camera Action,Tongsis,YUNTENG,"Selfie, Profesional, For"
Mini Flexible Tripod Gorilla Pod Octopus + Holder U,Tripod,,"mini, flexible"
TRIPOD GORILLA + HOLDER U UNIVERSAL,Tripod,,universal
TRIPOD WEIFENG + HOLDER U UNIVERSAL for Smartphone,Tripod,Weifeng,"universal, for"
Mini Tripod YUNTENG YT-228 ORIGINAL + Holder U,Tripod,Yunteng,"mini, original"
YUNTENG MINI TRIPOD YT-288 / camera phone holder,Tripod,Yunteng,
Tripod mini holder u fdt,Tripod,FDT,mini
FREE ONGKIR - Weifeng Original Tripod 1 Meter Bonus Holder U Medium Universal,Tripod,Weifeng,"original, 1 meter, bonus, medium, universal, free, ongkir"
Tripod Ringstar 1 Meter,Tripod,Ringstar,1 meter
Tripod Mini 1Meter + Holder U,Tripod,,"Mini, 1Meter"
Fleksible Tripod Gorilla (SMALL),Tripod,,"Fleksible, SMALL"
Sandisk Ultra Dual USB Drive 3.0 - 32GB,USB,Sandisk,"32GB, dual, ultra"
SanDisk USB 3.0 Ultra Dual USB Drive OTG 32GB - Putih,USB,Sandisk,"ultra, dual, 32GB, putih"
Usb hub 4 port model saklar,USB Hub,,"model, saklar"
Virtual Reality 3D / VR BOX 2.0,VR BOX,,
Vr box 2.0 hijau,VR Box,,"hijau, 2.0"
VR BOX/KACAMATA 3D/VIRTUAL REALITY,VR Box,,
Vr box(vr_02)+remote bluetooth game pad,Vr box,,
Apple Watch Sport band 42mm and 38mm Premium Quality New colors,Watch,Apple,"42mm, 38mm, Premium, Quality, New, colors"
